tid,attribute,correct_val
12,ZipCode,35660
12,CountyName,jefferson
12,PhoneNumber,2563864556
12,HospitalType,acute care hospitals
12,HospitalOwner,government - hospital district or authority
12,EmergencyService,yes
12,Condition,heart attack
12,MeasureCode,ami-5
12,MeasureName,heart attack patients given beta blocker at discharge
12,Score,86%
12,Sample,14 patients
12,Stateavg,al_ami-5
13,ProviderNumber,10019
13,HospitalName,helen keller memorial hospital
13,Address1,1300 south montgomery avenue
13,Address2,
13,Address3,
13,City,sheffield
13,State,al
13,ZipCode,35660
13,CountyName,jefferson
13,PhoneNumber,2563864556
13,HospitalType,acute care hospitals
13,HospitalOwner,government - hospital district or authority
13,EmergencyService,yes
13,Condition,heart attack
13,MeasureCode,ami-7a
13,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
13,Score,
13,Sample,0 patients
13,Stateavg,al_ami-7a
14,ProviderNumber,10019
14,HospitalName,helen keller memorial hospital
14,Address1,1300 south montgomery avenue
14,Address2,
14,Address3,
14,City,sheffield
14,State,al
14,ZipCode,35660
14,CountyName,jefferson
14,PhoneNumber,2563864556
14,HospitalType,acute care hospitals
14,HospitalOwner,government - hospital district or authority
14,EmergencyService,yes
14,Condition,heart attack
14,MeasureCode,ami-8a
14,MeasureName,heart attack patients given pci within 90 minutes of arrival
14,Score,
14,Sample,0 patients
14,Stateavg,al_ami-8a
15,ProviderNumber,10019
15,HospitalName,helen keller memorial hospital
15,Address1,1300 south montgomery avenue
15,Address2,
15,Address3,
15,City,sheffield
15,State,al
15,ZipCode,35660
15,CountyName,jefferson
15,PhoneNumber,2563864556
15,HospitalType,acute care hospitals
15,HospitalOwner,government - hospital district or authority
15,EmergencyService,yes
15,Condition,heart failure
15,MeasureCode,hf-1
15,MeasureName,heart failure patients given discharge instructions
15,Score,80%
15,Sample,114 patients
15,Stateavg,al_hf-1
16,ProviderNumber,10019
16,HospitalName,helen keller memorial hospital
16,Address1,1300 south montgomery avenue
16,Address2,
16,Address3,
16,City,sheffield
16,State,al
16,ZipCode,35660
16,CountyName,jefferson
16,PhoneNumber,2563864556
16,HospitalType,acute care hospitals
16,HospitalOwner,government - hospital district or authority
16,EmergencyService,yes
16,Condition,heart failure
16,MeasureCode,hf-2
16,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
16,Score,99%
16,Sample,149 patients
16,Stateavg,al_hf-2
17,ProviderNumber,10019
17,HospitalName,helen keller memorial hospital
17,Address1,1300 south montgomery avenue
17,Address2,
17,Address3,
17,City,sheffield
17,State,al
17,ZipCode,35660
17,CountyName,jefferson
17,PhoneNumber,2563864556
17,HospitalType,acute care hospitals
17,HospitalOwner,government - hospital district or authority
17,EmergencyService,yes
17,Condition,heart failure
17,MeasureCode,hf-3
17,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
17,Score,92%
17,Sample,37 patients
17,Stateavg,al_hf-3
18,ProviderNumber,10019
18,HospitalName,helen keller memorial hospital
18,Address1,1300 south montgomery avenue
18,Address2,
18,Address3,
18,City,sheffield
18,State,al
18,ZipCode,35660
18,CountyName,jefferson
18,PhoneNumber,2563864556
18,HospitalType,acute care hospitals
18,HospitalOwner,government - hospital district or authority
18,EmergencyService,yes
18,Condition,heart failure
18,MeasureCode,hf-4
18,MeasureName,heart failure patients given smoking cessation advice/counseling
18,Score,100%
18,Sample,41 patients
18,Stateavg,al_hf-4
19,ProviderNumber,10001
19,HospitalName,southeast alabama medical center
19,Address1,1108 ross clark circle
19,Address2,
19,Address3,
19,City,dothan
19,State,al
19,ZipCode,36302
19,CountyName,houston
19,PhoneNumber,3347938701
19,HospitalType,acute care hospitals
19,HospitalOwner,government - hospital district or authority
19,EmergencyService,yes
19,Condition,heart attack
19,MeasureCode,ami-1
19,MeasureName,heart attack patients given aspirin at arrival
19,Score,98%
19,Sample,270 patients
19,Stateavg,al_ami-1
20,ProviderNumber,10001
20,HospitalName,southeast alabama medical center
20,Address1,1108 ross clark circle
20,Address2,
20,Address3,
20,City,dothan
20,State,al
20,ZipCode,36302
20,CountyName,houston
20,PhoneNumber,3347938701
20,HospitalType,acute care hospitals
20,HospitalOwner,government - hospital district or authority
20,EmergencyService,yes
20,Condition,heart attack
20,MeasureCode,ami-2
20,MeasureName,heart attack patients given aspirin at discharge
20,Score,99%
20,Sample,516 patients
20,Stateavg,al_ami-2
21,ProviderNumber,10001
21,HospitalName,southeast alabama medical center
21,Address1,1108 ross clark circle
21,Address2,
21,Address3,
21,City,dothan
21,State,al
21,ZipCode,36302
21,CountyName,houston
21,PhoneNumber,3347938701
21,HospitalType,acute care hospitals
21,HospitalOwner,government - hospital district or authority
21,EmergencyService,yes
21,Condition,heart attack
21,MeasureCode,ami-3
21,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
21,Score,96%
21,Sample,71 patients
21,Stateavg,al_ami-3
22,ProviderNumber,10001
22,HospitalName,southeast alabama medical center
22,Address1,1108 ross clark circle
22,Address2,
22,Address3,
22,City,dothan
22,State,al
22,ZipCode,36302
22,CountyName,houston
22,PhoneNumber,3347938701
22,HospitalType,acute care hospitals
22,HospitalOwner,government - hospital district or authority
22,EmergencyService,yes
22,Condition,heart attack
22,MeasureCode,ami-4
22,MeasureName,heart attack patients given smoking cessation advice/counseling
22,Score,100%
22,Sample,244 patients
22,Stateavg,al_ami-4
23,ProviderNumber,10001
23,HospitalName,southeast alabama medical center
23,Address1,1108 ross clark circle
23,Address2,
23,Address3,
23,City,dothan
23,State,al
23,ZipCode,36302
23,CountyName,houston
23,PhoneNumber,3347938701
23,HospitalType,acute care hospitals
23,HospitalOwner,government - hospital district or authority
23,EmergencyService,yes
23,Condition,heart attack
23,MeasureCode,ami-5
23,MeasureName,heart attack patients given beta blocker at discharge
23,Score,99%
23,Sample,441 patients
23,Stateavg,al_ami-5
24,ProviderNumber,10001
24,HospitalName,southeast alabama medical center
24,Address1,1108 ross clark circle
24,Address2,
24,Address3,
24,City,dothan
24,State,al
24,ZipCode,36302
24,CountyName,houston
24,PhoneNumber,3347938701
24,HospitalType,acute care hospitals
24,HospitalOwner,government - hospital district or authority
24,EmergencyService,yes
24,Condition,heart attack
24,MeasureCode,ami-7a
24,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
24,Score,
24,Sample,0 patients
24,Stateavg,al_ami-7a
25,ProviderNumber,10001
25,HospitalName,southeast alabama medical center
25,Address1,1108 ross clark circle
25,Address2,
25,Address3,
25,City,dothan
25,State,al
25,ZipCode,36302
25,CountyName,houston
25,PhoneNumber,3347938701
25,HospitalType,acute care hospitals
25,HospitalOwner,government - hospital district or authority
25,EmergencyService,yes
25,Condition,heart attack
25,MeasureCode,ami-8a
25,MeasureName,heart attack patients given pci within 90 minutes of arrival
25,Score,72%
25,Sample,40 patients
25,Stateavg,al_ami-8a
26,ProviderNumber,10001
26,HospitalName,southeast alabama medical center
26,Address1,1108 ross clark circle
26,Address2,
26,Address3,
26,City,dothan
26,State,al
26,ZipCode,36302
26,CountyName,houston
26,PhoneNumber,3347938701
26,HospitalType,acute care hospitals
26,HospitalOwner,government - hospital district or authority
26,EmergencyService,yes
26,Condition,heart failure
26,MeasureCode,hf-1
26,MeasureName,heart failure patients given discharge instructions
26,Score,78%
26,Sample,455 patients
26,Stateavg,al_hf-1
27,ProviderNumber,10001
27,HospitalName,southeast alabama medical center
27,Address1,1108 ross clark circle
27,Address2,
27,Address3,
27,City,dothan
27,State,al
27,ZipCode,36302
27,CountyName,houston
27,PhoneNumber,3347938701
27,HospitalType,acute care hospitals
27,HospitalOwner,government - hospital district or authority
27,EmergencyService,yes
27,Condition,heart failure
27,MeasureCode,hf-2
27,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
27,Score,99%
27,Sample,514 patients
27,Stateavg,al_hf-2
28,ProviderNumber,10001
28,HospitalName,southeast alabama medical center
28,Address1,1108 ross clark circle
28,Address2,
28,Address3,
28,City,dothan
28,State,al
28,ZipCode,36302
28,CountyName,houston
28,PhoneNumber,3347938701
28,HospitalType,acute care hospitals
28,HospitalOwner,government - hospital district or authority
28,EmergencyService,yes
28,Condition,heart failure
28,MeasureCode,hf-3
28,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
28,Score,91%
28,Sample,165 patients
28,Stateavg,al_hf-3
29,ProviderNumber,10001
29,HospitalName,southeast alabama medical center
29,Address1,1108 ross clark circle
29,Address2,
29,Address3,
29,City,dothan
29,State,al
29,ZipCode,36302
29,CountyName,houston
29,PhoneNumber,3347938701
29,HospitalType,acute care hospitals
29,HospitalOwner,government - hospital district or authority
29,EmergencyService,yes
29,Condition,heart failure
29,MeasureCode,hf-4
29,MeasureName,heart failure patients given smoking cessation advice/counseling
29,Score,100%
29,Sample,110 patients
29,Stateavg,al_hf-4
30,ProviderNumber,10001
30,HospitalName,southeast alabama medical center
30,Address1,1108 ross clark circle
30,Address2,
30,Address3,
30,City,dothan
30,State,al
30,ZipCode,36302
30,CountyName,houston
30,PhoneNumber,3347938701
30,HospitalType,acute care hospitals
30,HospitalOwner,government - hospital district or authority
30,EmergencyService,yes
30,Condition,pneumonia
30,MeasureCode,pn-2
30,MeasureName,pneumonia patients assessed and given pneumococcal vaccination
30,Score,93%
30,Sample,191 patients
30,Stateavg,al_pn-2
31,ProviderNumber,10001
31,HospitalName,southeast alabama medical center
31,Address1,1108 ross clark circle
31,Address2,
31,Address3,
31,City,dothan
31,State,al
31,ZipCode,36302
31,CountyName,houston
31,PhoneNumber,3347938701
31,HospitalType,acute care hospitals
31,HospitalOwner,government - hospital district or authority
31,EmergencyService,yes
31,Condition,pneumonia
31,MeasureCode,pn-3b
31,MeasureName,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics
31,Score,89%
31,Sample,125 patients
31,Stateavg,al_pn-3b
32,ProviderNumber,10001
32,HospitalName,southeast alabama medical center
32,Address1,1108 ross clark circle
32,Address2,
32,Address3,
32,City,dothan
32,State,al
32,ZipCode,36302
32,CountyName,houston
32,PhoneNumber,3347938701
32,HospitalType,acute care hospitals
32,HospitalOwner,government - hospital district or authority
32,EmergencyService,yes
32,Condition,pneumonia
32,MeasureCode,pn-4
32,MeasureName,pneumonia patients given smoking cessation advice/counseling
32,Score,99%
32,Sample,107 patients
32,Stateavg,al_pn-4
33,ProviderNumber,10001
33,HospitalName,southeast alabama medical center
33,Address1,1108 ross clark circle
33,Address2,
33,Address3,
33,City,dothan
33,State,al
33,ZipCode,36302
33,CountyName,houston
33,PhoneNumber,3347938701
33,HospitalType,acute care hospitals
33,HospitalOwner,government - hospital district or authority
33,EmergencyService,yes
33,Condition,pneumonia
33,MeasureCode,pn-5c
33,MeasureName,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
33,Score,92%
33,Sample,196 patients
33,Stateavg,al_pn-5c
34,ProviderNumber,10001
34,HospitalName,southeast alabama medical center
34,Address1,1108 ross clark circle
34,Address2,
34,Address3,
34,City,dothan
34,State,al
34,ZipCode,36302
34,CountyName,houston
34,PhoneNumber,3347938701
34,HospitalType,acute care hospitals
34,HospitalOwner,government - hospital district or authority
34,EmergencyService,yes
34,Condition,pneumonia
34,MeasureCode,pn-6
34,MeasureName,pneumonia patients given the most appropriate initial antibiotic(s)
34,Score,80%
34,Sample,147 patients
34,Stateavg,al_pn-6
35,ProviderNumber,10001
35,HospitalName,southeast alabama medical center
35,Address1,1108 ross clark circle
35,Address2,
35,Address3,
35,City,dothan
35,State,al
35,ZipCode,36302
35,CountyName,houston
35,PhoneNumber,3347938701
35,HospitalType,acute care hospitals
35,HospitalOwner,government - hospital district or authority
35,EmergencyService,yes
35,Condition,pneumonia
35,MeasureCode,pn-7
35,MeasureName,pneumonia patients assessed and given influenza vaccination
35,Score,84%
35,Sample,160 patients
35,Stateavg,al_pn-7
36,ProviderNumber,10001
36,HospitalName,southeast alabama medical center
36,Address1,1108 ross clark circle
36,Address2,
36,Address3,
36,City,dothan
36,State,al
36,ZipCode,36302
36,CountyName,houston
36,PhoneNumber,3347938701
36,HospitalType,acute care hospitals
36,HospitalOwner,government - hospital district or authority
36,EmergencyService,yes
36,Condition,surgical infection prevention
36,MeasureCode,scip-card-2
36,MeasureName,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery
36,Score,72%
36,Sample,79 patients
36,Stateavg,al_scip-card-2
37,ProviderNumber,10001
37,HospitalName,southeast alabama medical center
37,Address1,1108 ross clark circle
37,Address2,
37,Address3,
37,City,dothan
37,State,al
37,ZipCode,36302
37,CountyName,houston
37,PhoneNumber,3347938701
37,HospitalType,acute care hospitals
37,HospitalOwner,government - hospital district or authority
37,EmergencyService,yes
37,Condition,surgical infection prevention
37,MeasureCode,scip-inf-1
37,MeasureName,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection
37,Score,94%
37,Sample,399 patients
37,Stateavg,al_scip-inf-1
38,ProviderNumber,10001
38,HospitalName,southeast alabama medical center
38,Address1,1108 ross clark circle
38,Address2,
38,Address3,
38,City,dothan
38,State,al
38,ZipCode,36302
38,CountyName,houston
38,PhoneNumber,3347938701
38,HospitalType,acute care hospitals
38,HospitalOwner,government - hospital district or authority
38,EmergencyService,yes
38,Condition,surgical infection prevention
38,MeasureCode,scip-inf-2
38,MeasureName,surgery patients who were given the  right kind  of antibiotic to help prevent infection
38,Score,98%
38,Sample,405 patients
38,Stateavg,al_scip-inf-2
39,ProviderNumber,10001
39,HospitalName,southeast alabama medical center
39,Address1,1108 ross clark circle
39,Address2,
39,Address3,
39,City,dothan
39,State,al
39,ZipCode,36302
39,CountyName,houston
39,PhoneNumber,3347938701
39,HospitalType,acute care hospitals
39,HospitalOwner,government - hospital district or authority
39,EmergencyService,yes
39,Condition,surgical infection prevention
39,MeasureCode,scip-inf-3
39,MeasureName,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery)
39,Score,88%
39,Sample,385 patients
39,Stateavg,al_scip-inf-3
40,ProviderNumber,10001
40,HospitalName,southeast alabama medical center
40,Address1,1108 ross clark circle
40,Address2,
40,Address3,
40,City,dothan
40,State,al
40,ZipCode,36302
40,CountyName,houston
40,PhoneNumber,3347938701
40,HospitalType,acute care hospitals
40,HospitalOwner,government - hospital district or authority
40,EmergencyService,yes
40,Condition,surgical infection prevention
40,MeasureCode,scip-inf-4
40,MeasureName,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
40,Score,96%
40,Sample,136 patients
40,Stateavg,al_scip-inf-4
41,ProviderNumber,10001
41,HospitalName,southeast alabama medical center
41,Address1,1108 ross clark circle
41,Address2,
41,Address3,
41,City,dothan
41,State,al
41,ZipCode,36302
41,CountyName,houston
41,PhoneNumber,3347938701
41,HospitalType,acute care hospitals
41,HospitalOwner,government - hospital district or authority
41,EmergencyService,yes
41,Condition,surgical infection prevention
41,MeasureCode,scip-inf-6
41,MeasureName,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)
41,Score,90%
41,Sample,537 patients
41,Stateavg,al_scip-inf-6
42,ProviderNumber,10001
42,HospitalName,southeast alabama medical center
42,Address1,1108 ross clark circle
42,Address2,
42,Address3,
42,City,dothan
42,State,al
42,ZipCode,36302
42,CountyName,houston
42,PhoneNumber,3347938701
42,HospitalType,acute care hospitals
42,HospitalOwner,government - hospital district or authority
42,EmergencyService,yes
42,Condition,surgical infection prevention
42,MeasureCode,scip-vte-1
42,MeasureName,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries
42,Score,86%
42,Sample,185 patients
42,Stateavg,al_scip-vte-1
43,ProviderNumber,10001
43,HospitalName,southeast alabama medical center
43,Address1,1108 ross clark circle
43,Address2,
43,Address3,
43,City,dothan
43,State,al
43,ZipCode,36302
43,CountyName,houston
43,PhoneNumber,3347938701
43,HospitalType,acute care hospitals
43,HospitalOwner,government - hospital district or authority
43,EmergencyService,yes
43,Condition,surgical infection prevention
43,MeasureCode,scip-vte-2
43,MeasureName,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
43,Score,83%
43,Sample,184 patients
43,Stateavg,al_scip-vte-2
44,ProviderNumber,10005
44,HospitalName,marshall medical center south
44,Address1,2505 u s highway 431 north
44,Address2,
44,Address3,
44,City,boaz
44,State,al
44,ZipCode,35957
44,CountyName,marshall
44,PhoneNumber,2565938310
44,HospitalType,acute care hospitals
44,HospitalOwner,government - hospital district or authority
44,EmergencyService,yes
44,Condition,heart attack
44,MeasureCode,ami-1
44,MeasureName,heart attack patients given aspirin at arrival
44,Score,80%
44,Sample,20 patients
44,Stateavg,al_ami-1
45,ProviderNumber,10005
45,HospitalName,marshall medical center south
45,Address1,2505 u s highway 431 north
45,Address2,
45,Address3,
45,City,boaz
45,State,al
45,ZipCode,35957
45,CountyName,marshall
45,PhoneNumber,2565938310
45,HospitalType,acute care hospitals
45,HospitalOwner,government - hospital district or authority
45,EmergencyService,yes
45,Condition,heart attack
45,MeasureCode,ami-2
45,MeasureName,heart attack patients given aspirin at discharge
45,Score,60%
45,Sample,5 patients
45,Stateavg,al_ami-2
46,ProviderNumber,10005
46,HospitalName,marshall medical center south
46,Address1,2505 u s highway 431 north
46,Address2,
46,Address3,
46,City,boaz
46,State,al
46,ZipCode,35957
46,CountyName,marshall
46,PhoneNumber,2565938310
46,HospitalType,acute care hospitals
46,HospitalOwner,government - hospital district or authority
46,EmergencyService,yes
46,Condition,heart attack
46,MeasureCode,ami-3
46,MeasureName,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
46,Score,100%
46,Sample,2 patients
46,Stateavg,al_ami-3
47,ProviderNumber,10005
47,HospitalName,marshall medical center south
47,Address1,2505 u s highway 431 north
47,Address2,
47,Address3,
47,City,boaz
47,State,al
47,ZipCode,35957
47,CountyName,marshall
47,PhoneNumber,2565938310
47,HospitalType,acute care hospitals
47,HospitalOwner,government - hospital district or authority
47,EmergencyService,yes
47,Condition,heart attack
47,MeasureCode,ami-4
47,MeasureName,heart attack patients given smoking cessation advice/counseling
47,Score,
47,Sample,0 patients
47,Stateavg,al_ami-4
48,ProviderNumber,10005
48,HospitalName,marshall medical center south
48,Address1,2505 u s highway 431 north
48,Address2,
48,Address3,
48,City,boaz
48,State,al
48,ZipCode,35957
48,CountyName,marshall
48,PhoneNumber,2565938310
48,HospitalType,acute care hospitals
48,HospitalOwner,government - hospital district or authority
48,EmergencyService,yes
48,Condition,heart attack
48,MeasureCode,ami-5
48,MeasureName,heart attack patients given beta blocker at discharge
48,Score,100%
48,Sample,5 patients
48,Stateavg,al_ami-5
49,ProviderNumber,10005
49,HospitalName,marshall medical center south
49,Address1,2505 u s highway 431 north
49,Address2,
49,Address3,
49,City,boaz
49,State,al
49,ZipCode,35957
49,CountyName,marshall
49,PhoneNumber,2565938310
49,HospitalType,acute care hospitals
49,HospitalOwner,government - hospital district or authority
49,EmergencyService,yes
49,Condition,heart attack
49,MeasureCode,ami-7a
49,MeasureName,heart attack patients given fibrinolytic medication within 30 minutes of arrival
49,Score,
49,Sample,0 patients
49,Stateavg,al_ami-7a
50,ProviderNumber,10005
50,HospitalName,marshall medical center south
50,Address1,2505 u s highway 431 north
50,Address2,
50,Address3,
50,City,boaz
50,State,al
50,ZipCode,35957
50,CountyName,marshall
50,PhoneNumber,2565938310
50,HospitalType,acute care hospitals
50,HospitalOwner,government - hospital district or authority
50,EmergencyService,yes
50,Condition,heart attack
50,MeasureCode,ami-8a
50,MeasureName,heart attack patients given pci within 90 minutes of arrival
50,Score,
50,Sample,0 patients
50,Stateavg,al_ami-8a
51,ProviderNumber,10005
51,HospitalName,marshall medical center south
51,Address1,2505 u s highway 431 north
51,Address2,
51,Address3,
51,City,boaz
51,State,al
51,ZipCode,35957
51,CountyName,marshall
51,PhoneNumber,2565938310
51,HospitalType,acute care hospitals
51,HospitalOwner,government - hospital district or authority
51,EmergencyService,yes
51,Condition,heart failure
51,MeasureCode,hf-1
51,MeasureName,heart failure patients given discharge instructions
51,Score,78%
51,Sample,110 patients
51,Stateavg,al_hf-1
52,ProviderNumber,10005
52,HospitalName,marshall medical center south
52,Address1,2505 u s highway 431 north
52,Address2,
52,Address3,
52,City,boaz
52,State,al
52,ZipCode,35957
52,CountyName,marshall
52,PhoneNumber,2565938310
52,HospitalType,acute care hospitals
52,HospitalOwner,government - hospital district or authority
52,EmergencyService,yes
52,Condition,heart failure
52,MeasureCode,hf-2
52,MeasureName,heart failure patients given an evaluation of left ventricular systolic (lvs) function
52,Score,99%
52,Sample,160 patients
52,Stateavg,al_hf-2
53,ProviderNumber,10005
53,HospitalName,marshall medical center south
53,Address1,2505 u s highway 431 north
53,Address2,
53,Address3,
53,City,boaz
53,State,al
53,ZipCode,35957
53,CountyName,marshall
53,PhoneNumber,2565938310
53,HospitalType,acute care hospitals
53,HospitalOwner,government - hospital district or authority
53,EmergencyService,yes
53,Condition,heart failure
53,MeasureCode,hf-3
53,MeasureName,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd)
53,Score,90%
53,Sample,69 patients
